"ivac_study_id","first_author","study_design","publication_date","country","iso3c","continent","GNI_per_c_WB","year_GNI","q_GNI_per_c_WB","vaccine","vaccine_platform","dose_number","population_detail","history_of_COVID","outcome_detail","outcome_category","variant","timing_of_dose_days","max duration follow-up","VE","LCL","UCL"
390,"Qassim","Test-negative case-control","19Jul2023","Qatar","QAT","Asia",65700,2019,4,"Multiple or heterologous RNA","mRNA","2","all ages","included","severe critical, or fatal disease, August-November 2022","severe","omicron","14+ (median 453)","~96 weeks",53.1,"-41.3",87.1
390,"Qassim","Test-negative case-control","19Jul2023","Qatar","QAT","Asia",65700,2019,4,"Multiple or heterologous RNA","mRNA","2","all ages","included","infection, June 2022","infection","omicron","14+ (median 389)","~74 weeks",-20.7,"-26.7",-14.2
390,"Qassim","Test-negative case-control","19Jul2023","Qatar","QAT","Asia",65700,2019,4,"Multiple or heterologous RNA","mRNA","2","all ages","included","infection, August 2022","infection","omicron","14+ (median 432)","~83 weeks",-1.1,"-7.1",5.1
390,"Qassim","Test-negative case-control","19Jul2023","Qatar","QAT","Asia",65700,2019,4,"Multiple or heterologous RNA","mRNA","2","all ages","included","severe critical, or fatal disease, May-July 2022","severe","omicron","14+ (median 425)","~78.5 weeks",83.8,"14.1",96.9
390,"Qassim","Test-negative case-control","19Jul2023","Qatar","QAT","Asia",65700,2019,4,"Multiple or heterologous RNA","mRNA","2","all ages","included","infection, December 2021","infection","omicron","14+ (median 228)","~48 weeks",-3.9,"-7.8",0
390,"Qassim","Test-negative case-control","19Jul2023","Qatar","QAT","Asia",65700,2019,4,"Multiple or heterologous RNA","mRNA","2","all ages","included","infection, May 2022","infection","omicron","14+ (median 364)","~70 weeks",-1.6,"-14.7",11.9
390,"Qassim","Test-negative case-control","19Jul2023","Qatar","QAT","Asia",65700,2019,4,"Multiple or heterologous RNA","mRNA","2","all ages","included","severe critical, or fatal disease, February-April 2022","severe","omicron","14+ (median 254)","~65 weeks",81.4,"48.5",93.3
390,"Qassim","Test-negative case-control","19Jul2023","Qatar","QAT","Asia",65700,2019,4,"Multiple or heterologous RNA","mRNA","2","all ages","included","infection, June 2021","infection","delta","14+ (median 64)","~22 weeks",80.7,"77.2",83.7
390,"Qassim","Test-negative case-control","19Jul2023","Qatar","QAT","Asia",65700,2019,4,"Multiple or heterologous RNA","mRNA","2","all ages","included","infection, November 2021","infection","delta","14+ (median 209)","~44 weeks",52.7,"46.5",58.2
390,"Qassim","Test-negative case-control","19Jul2023","Qatar","QAT","Asia",65700,2019,4,"Multiple or heterologous RNA","mRNA","2","all ages","included","severe critical, or fatal disease, August-October 2021","severe","delta","14+ (median 189)","~39.5 weeks",91.4,"86.6",94.5
390,"Qassim","Test-negative case-control","19Jul2023","Qatar","QAT","Asia",65700,2019,4,"Multiple or heterologous RNA","mRNA","2","all ages","included","infection, March 2021","infection","beta","14+ (median 34)","~9 weeks",81.8,"79.8",83.6
390,"Qassim","Test-negative case-control","19Jul2023","Qatar","QAT","Asia",65700,2019,4,"Multiple or heterologous RNA","mRNA","2","all ages","included","infection, May 2021","infection","beta","14+ (median 48)","~17.5 weeks",80.9,"78.4",83.1
390,"Qassim","Test-negative case-control","19Jul2023","Qatar","QAT","Asia",65700,2019,4,"Multiple or heterologous RNA","mRNA","2","all ages","included","severe critical, or fatal disease, February-April 2021","severe","other combinations","14+ (median 50)","~13 weeks",95.4,"93.6",96.7
390,"Qassim","Test-negative case-control","19Jul2023","Qatar","QAT","Asia",65700,2019,4,"Multiple or heterologous RNA","mRNA","2","all ages","included","infection, February 2021","infection","alpha","14+ (median 24)","~4.5 weeks",84.5,"77.8",89.2
391,"Huang","Case-control","01May2023","Hong Kong","HKG","Asia",50480,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2",">=18 years with substance abuse disorders","excluded","infection","infection","omicron","14-180","~24 weeks",20.7,"14",27
391,"Huang","Case-control","01May2023","Hong Kong","HKG","Asia",50480,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2",">=18 years with substance abuse disorders","excluded","hospitalization","severe","omicron","14+","~60.5 weeks",73.3,"64.3",80
391,"Huang","Case-control","01May2023","Hong Kong","HKG","Asia",50480,2019,4,"Sinovac CoronaVac","Inactivated","2",">=18 years with substance abuse disorders","excluded","infection","infection","omicron","14-180","~24 weeks",6.1,"-0.5",12.3
391,"Huang","Case-control","01May2023","Hong Kong","HKG","Asia",50480,2019,4,"Sinovac CoronaVac","Inactivated","2",">=18 years with substance abuse disorders","excluded","hospitalization","severe","omicron","14+","~59.5 weeks",59.9,"50.2",67.7
392,"Yan","Case-control","03May2023","Hong Kong","HKG","Asia",50480,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2",">=18 years","excluded","hospitalization","severe","omicron","14-30","~32 weeks",73,"69.2",76.3
392,"Yan","Case-control","03May2023","Hong Kong","HKG","Asia",50480,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2",">=18 years","excluded","hospitalization","severe","omicron","211-240","~32 weeks",46.6,"40.7",51.8
392,"Yan","Case-control","03May2023","Hong Kong","HKG","Asia",50480,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2",">=18 years","excluded","severe disease","severe","omicron","14-30","~32 weeks",69.7,"50",81.6
392,"Yan","Case-control","03May2023","Hong Kong","HKG","Asia",50480,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2",">=18 years","excluded","severe disease","severe","omicron","211-240","~32 weeks",71.8,"47.2",84.9
392,"Yan","Case-control","03May2023","Hong Kong","HKG","Asia",50480,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2",">=18 years","excluded","death","death","omicron","14-30","~32 weeks",89.8,"83.7",93.6
392,"Yan","Case-control","03May2023","Hong Kong","HKG","Asia",50480,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2",">=18 years","excluded","death","death","omicron","211-240","~32 weeks",73.8,"55.9",84.4
392,"Yan","Case-control","03May2023","Hong Kong","HKG","Asia",50480,2019,4,"Sinovac CoronaVac","Inactivated","2",">=18 years","excluded","hospitalization","severe","omicron","14-30","~32 weeks",66,"63.5",68.3
392,"Yan","Case-control","03May2023","Hong Kong","HKG","Asia",50480,2019,4,"Sinovac CoronaVac","Inactivated","2",">=18 years","excluded","hospitalization","severe","omicron","211-240","~32 weeks",36.2,"28",43.4
392,"Yan","Case-control","03May2023","Hong Kong","HKG","Asia",50480,2019,4,"Sinovac CoronaVac","Inactivated","2",">=18 years","excluded","severe disease","severe","omicron","14-30","~32 weeks",54.5,"40.6",65.1
392,"Yan","Case-control","03May2023","Hong Kong","HKG","Asia",50480,2019,4,"Sinovac CoronaVac","Inactivated","2",">=18 years","excluded","severe disease","severe","omicron","211-240","~32 weeks",67.1,"34",83.6
392,"Yan","Case-control","03May2023","Hong Kong","HKG","Asia",50480,2019,4,"Sinovac CoronaVac","Inactivated","2",">=18 years","excluded","death","death","omicron","14-30","~32 weeks",81.1,"77.4",84.2
392,"Yan","Case-control","03May2023","Hong Kong","HKG","Asia",50480,2019,4,"Sinovac CoronaVac","Inactivated","2",">=18 years","excluded","death","death","omicron","211-240","~32 weeks",76.6,"60.8",86
393,"Finci","Test-negative case-control","12Oct2023","Albania","ALB","Europe",5280,2019,2,"BioNTech/Pfizer BNT162b2","mRNA","2","HCW >=20 years","included","infection","infection","omicron","14+","~65 weeks",17,"-38",50
393,"Finci","Test-negative case-control","12Oct2023","Albania","ALB","Europe",5280,2019,2,"BioNTech/Pfizer BNT162b2","mRNA","2","HCW >=20 years","included","symptomatic disease (PCR only)","symptomatic","omicron","14+","~65 weeks",26,"-53",64
393,"Finci","Test-negative case-control","12Oct2023","Albania","ALB","Europe",5280,2019,2,"BioNTech/Pfizer BNT162b2","mRNA","2","HCW >=20 years","included","symptomatic disease (PCR or RAT)","symptomatic","omicron","14+","~65 weeks",33,"-32",66
394,"Surie","Test-negative case-control","29Jun2023","USA","USA","North America",66220,2019,4,"Multiple or heterologous RNA","mRNA","2",">=18 years","included","hospitalization","severe","omicron","14+","~82 weeks",20,"3",34
394,"Surie","Test-negative case-control","29Jun2023","USA","USA","North America",66220,2019,4,"Multiple or heterologous RNA","mRNA","2",">=18 years","included","hospitalization","severe","omicron","14+","~82 weeks",32,"16",45
395,"Langlete","Retrospective cohort","10May2023","Norway","NOR","Europe",82430,2019,4,"Multiple or heterologous RNA","mRNA","2","HCW 18-66 years","included","infection","infection","delta","7-112","~43 weeks",73.3,"70.6",75.8
395,"Langlete","Retrospective cohort","10May2023","Norway","NOR","Europe",82430,2019,4,"Multiple or heterologous RNA","mRNA","2","HCW 18-66 years","included","infection","infection","delta","225-336","~43 weeks",8.9,"-2.1",18.7
395,"Langlete","Retrospective cohort","10May2023","Norway","NOR","Europe",82430,2019,4,"Multiple or heterologous RNA","mRNA","2","18-66 years","included","infection","infection","delta","7-112","~43 weeks",68.7,"67.7",69.7
395,"Langlete","Retrospective cohort","10May2023","Norway","NOR","Europe",82430,2019,4,"Multiple or heterologous RNA","mRNA","2","18-66 years","included","infection","infection","delta","225-336","~43 weeks",10.6,"-15.4",30.8
395,"Langlete","Retrospective cohort","10May2023","Norway","NOR","Europe",82430,2019,4,"Multiple or heterologous RNA","mRNA","2","HCW 18-66 years","included","infection","infection","omicron","7-112","~54 weeks",16.7,"10.5",22.4
395,"Langlete","Retrospective cohort","10May2023","Norway","NOR","Europe",82430,2019,4,"Multiple or heterologous RNA","mRNA","2","HCW 18-66 years","included","infection","infection","omicron","225-336","~54 weeks",9.7,"2.3",16.6
395,"Langlete","Retrospective cohort","10May2023","Norway","NOR","Europe",82430,2019,4,"Multiple or heterologous RNA","mRNA","2","18-66 years","included","infection","infection","omicron","7-112","~54 weeks",-32.6,"-35.6",-29.7
395,"Langlete","Retrospective cohort","10May2023","Norway","NOR","Europe",82430,2019,4,"Multiple or heterologous RNA","mRNA","2","18-66 years","included","infection","infection","omicron","225-336","~54 weeks",-29.8,"-37.9",-22.2
396,"Park","Retrospective cohort","15May2023","South Korea","KOR","Asia",33830,2019,4,"Multiple or heterologous RNA","mRNA","2",">=60 years","included","death","death","omicron","14+","~80 weeks",72,"70",74
396,"Park","Retrospective cohort","15May2023","South Korea","KOR","Asia",33830,2019,4,"Oxford/AstraZeneca ChAdOx1-S","Vectored","2",">=60 years","included","death","death","omicron","14+","~80 weeks",65,"62",68
396,"Park","Retrospective cohort","15May2023","South Korea","KOR","Asia",33830,2019,4,"Heterologous platforms","Multiple","2",">=60 years","included","death","death","omicron","14+","~80 weeks",55,"44",60
396,"Park","Retrospective cohort","15May2023","South Korea","KOR","Asia",33830,2019,4,"Multiple or heterologous RNA","mRNA","2",">=60 years","included","critical infection","severe","omicron","14+","~80 weeks",68,"67",69
396,"Park","Retrospective cohort","15May2023","South Korea","KOR","Asia",33830,2019,4,"Oxford/AstraZeneca ChAdOx1-S","Vectored","2",">=60 years","included","critical infection","severe","omicron","14+","~80 weeks",72,"70",74
396,"Park","Retrospective cohort","15May2023","South Korea","KOR","Asia",33830,2019,4,"Heterologous platforms","Multiple","2",">=60 years","included","critical infection","severe","omicron","14+","~80 weeks",61,"55",67
397,"Yung","Retrospective cohort","15May2023","Singapore","SGP","Asia",58810,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","5-11 years","previously infected only","infection","infection","omicron","14+","~34 weeks",74,"67.7",79.1
397,"Yung","Retrospective cohort","15May2023","Singapore","SGP","Asia",58810,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","5-11 years","previously infected only","infection","infection","omicron","14-119","~34 weeks",67.9,"58.5",75.2
397,"Yung","Retrospective cohort","15May2023","Singapore","SGP","Asia",58810,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","5-11 years","previously infected only","infection","infection","omicron","180+","~34 weeks",78.7,"70.4",84.7
397,"Yung","Retrospective cohort","15May2023","Singapore","SGP","Asia",58810,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","12-17 years","previously infected only","infection","infection","omicron","14+","~68 weeks",84.9,"77",90.1
397,"Yung","Retrospective cohort","15May2023","Singapore","SGP","Asia",58810,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","5-11 years","previously infected only","infection","infection","omicron","14+","~47 weeks",62.8,"42.3",76
397,"Yung","Retrospective cohort","15May2023","Singapore","SGP","Asia",58810,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","12-17 years","previously infected only","infection","infection","omicron","14+","~82 weeks",57.9,"33.6",73.3
398,"Ng","Test-negative case-control","26May2023","Hong Kong","HKG","Asia",50480,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","3-105 years","excluded","infection","infection","omicron","<180","~63 weeks",27,"4.2",44.5
398,"Ng","Test-negative case-control","26May2023","Hong Kong","HKG","Asia",50480,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","3-105 years","excluded","infection","infection","omicron","180+","~63 weeks",20.9,"-4.3",39.9
398,"Ng","Test-negative case-control","26May2023","Hong Kong","HKG","Asia",50480,2019,4,"Sinovac CoronaVac","Inactivated","2","3-105 years","excluded","infection","infection","omicron","<180","~63 weeks",22.9,"1.3",39.7
398,"Ng","Test-negative case-control","26May2023","Hong Kong","HKG","Asia",50480,2019,4,"Sinovac CoronaVac","Inactivated","2","3-105 years","excluded","infection","infection","omicron","180+","~63 weeks",16.8,"-15.4",39.9
399,"Monteiro","Target trial emulation","10Aug2023","Brazil","BRA","South America",9410,2019,3,"Sinovac CoronaVac","Inactivated","2",">=60 years","excluded","hospitalization","severe","gamma","14+","~30 weeks",55.8,"42.7",68.3
399,"Monteiro","Target trial emulation","10Aug2023","Brazil","BRA","South America",9410,2019,3,"Sinovac CoronaVac","Inactivated","2",">=60 years","excluded","ICU admission","severe","gamma","14+","~30 weeks",68.4,"425.3",86.4
399,"Monteiro","Target trial emulation","10Aug2023","Brazil","BRA","South America",9410,2019,3,"Sinovac CoronaVac","Inactivated","2",">=60 years","excluded","death","death","gamma","14+","~30 weeks",82.3,"66.3",93.9
401,"Bozio","Retrospective cohort","18Feb2023","USA","USA","North America",66220,2019,4,"Multiple or heterologous RNA","mRNA","2",">=18 years","excluded","ED or UC visit","symptomatic","omicron","14+","~73 weeks",18,"14",22
401,"Bozio","Retrospective cohort","18Feb2023","USA","USA","North America",66220,2019,4,"Multiple or heterologous RNA","mRNA","2",">=18 years","excluded","ED or UC visit","symptomatic","omicron","14-149","~73 weeks",21,"12",28
401,"Bozio","Retrospective cohort","18Feb2023","USA","USA","North America",66220,2019,4,"Multiple or heterologous RNA","mRNA","2",">=18 years","excluded","ED or UC visit","symptomatic","omicron","150+","~73 weeks",18,"14",22
401,"Bozio","Retrospective cohort","18Feb2023","USA","USA","North America",66220,2019,4,"Multiple or heterologous RNA","mRNA","2",">=18 years","excluded","hospitalization","severe","omicron","14+","~73 weeks",39,"33",44
401,"Bozio","Retrospective cohort","18Feb2023","USA","USA","North America",66220,2019,4,"Multiple or heterologous RNA","mRNA","2",">=18 years","excluded","hospitalization","severe","omicron","14-149","~73 weeks",39,"24",51
401,"Bozio","Retrospective cohort","18Feb2023","USA","USA","North America",66220,2019,4,"Multiple or heterologous RNA","mRNA","2",">=18 years","excluded","hospitalization","severe","omicron","150+","~73 weeks",39,"33",44
401,"Bozio","Retrospective cohort","18Feb2023","USA","USA","North America",66220,2019,4,"Multiple or heterologous RNA","mRNA","2",">=18 years","excluded","ED or UC visit","symptomatic","delta","14+","~49 weeks",72,"70",74
401,"Bozio","Retrospective cohort","18Feb2023","USA","USA","North America",66220,2019,4,"Multiple or heterologous RNA","mRNA","2",">=18 years","excluded","ED or UC visit","symptomatic","delta","14-149","~49 weeks",82,"79",84
401,"Bozio","Retrospective cohort","18Feb2023","USA","USA","North America",66220,2019,4,"Multiple or heterologous RNA","mRNA","2",">=18 years","excluded","ED or UC visit","symptomatic","delta","150+","~49 weeks",68,"65",70
