"","Study_id_f","first author","study design","n_row","publication_date","clean_vaccine","vac_type","dose_number","dose","dose interval","timing_of_dose_days","population_detail","population_category","historyofCOVID","max duration follow-up","outcome_detail","outcome_category","outcome_final","variant_clean","VE","LCL","UCL","country_clean","Country.Code","continent","Region","GNI_per_c_WB","year_GNI","Economy","Income group","q_GNI_per_c_WB","min_period_days","max_period_days","include","justification","sensitivity"
"2762",332,"Wan","Case-control",2820,2022-10-17,"Sinovac CoronaVac","Inactivated","2","final",NA,"14-180","60-79 years","60-79 years","excluded","~24 weeks","severe disease","severe","severe","omicron",57.7,43.8,68.2,"Hong Kong","HKG","Asia","East Asia & Pacific",50480,2019,"Hong Kong SAR, China","High income",4,NA,NA,NA,NA,NA
"2763",332,"Wan","Case-control",2821,2022-10-17,"Sinovac CoronaVac","Inactivated","2","final",NA,"14-180","60-79 years","60-79 years","excluded","~24 weeks","death","death","death","omicron",79.6,75,83.3,"Hong Kong","HKG","Asia","East Asia & Pacific",50480,2019,"Hong Kong SAR, China","High income",4,NA,NA,NA,NA,NA
"2764",332,"Wan","Case-control",2822,2022-10-17,"Sinovac CoronaVac","Inactivated","2","final",NA,"14-180",">=80 years",">=80 years","excluded","~24 weeks","infection","infection","infection","omicron",31.2,28.7,33.6,"Hong Kong","HKG","Asia","East Asia & Pacific",50480,2019,"Hong Kong SAR, China","High income",4,NA,NA,NA,NA,NA
"2765",332,"Wan","Case-control",2823,2022-10-17,"Sinovac CoronaVac","Inactivated","2","final",NA,"14-180",">=80 years",">=80 years","excluded","~24 weeks","hospitalization","severe","severe","omicron",58.4,55.8,60.9,"Hong Kong","HKG","Asia","East Asia & Pacific",50480,2019,"Hong Kong SAR, China","High income",4,NA,NA,NA,NA,NA
"2766",332,"Wan","Case-control",2824,2022-10-17,"Sinovac CoronaVac","Inactivated","2","final",NA,"14-180",">=80 years",">=80 years","excluded","~24 weeks","severe disease","severe","severe","omicron",55,38.6,67,"Hong Kong","HKG","Asia","East Asia & Pacific",50480,2019,"Hong Kong SAR, China","High income",4,NA,NA,NA,NA,NA
"2767",332,"Wan","Case-control",2825,2022-10-17,"Sinovac CoronaVac","Inactivated","2","final",NA,"14-180",">=80 years",">=80 years","excluded","~24 weeks","death","death","death","omicron",69.4,65.6,72.8,"Hong Kong","HKG","Asia","East Asia & Pacific",50480,2019,"Hong Kong SAR, China","High income",4,NA,NA,NA,NA,NA
"2768",333,"Chambers","Test-negative case-control",2826,2022-10-19,"Multiple or heterologous RNA","mRNA","2","final",NA,"7+",">=19 years","general pop","excluded","~44 weeks","infection","infection","infection","other combinations",82,74,88,"Canada","CAN","North America","North America",46580,2019,"Canada","High income",4,NA,NA,NA,NA,NA
"2769",333,"Chambers","Test-negative case-control",2827,2022-10-19,"Multiple or heterologous RNA","mRNA","2","final",NA,"7+",">=19 years","general pop","excluded","~44 weeks","symptomatic disease","symptomatic","symptomatic","other combinations",93,79,98,"Canada","CAN","North America","North America",46580,2019,"Canada","High income",4,NA,NA,NA,NA,NA
"2770",333,"Chambers","Test-negative case-control",2828,2022-10-19,"Multiple or heterologous RNA","mRNA","2","final",NA,"7+",">=19 years","general pop","excluded","~44 weeks","severe disease","severe","severe","other combinations",97,80,99,"Canada","CAN","North America","North America",46580,2019,"Canada","High income",4,NA,NA,NA,NA,NA
"2771",333,"Chambers","Test-negative case-control",2829,2022-10-19,"Oxford/AstraZeneca ChAdOx1-S","Vectored","2","final",NA,"7+",">=19 years","general pop","excluded","~44 weeks","infection","infection","infection","other combinations",77,34,92,"Canada","CAN","North America","North America",46580,2019,"Canada","High income",4,NA,NA,NA,NA,NA
"2772",333,"Chambers","Test-negative case-control",2830,2022-10-19,"Heterologous platforms","Multiple","2","final",NA,"7+",">=19 years","general pop","excluded","~44 weeks","infection","infection","infection","other combinations",80,49,92,"Canada","CAN","North America","North America",46580,2019,"Canada","High income",4,NA,NA,NA,NA,NA
"2773",334,"Consonni","Retrospective cohort",2831,2022-10-19,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"7-119","HCW","HCW","excluded","~67 weeks","infection","infection","infection","omicron",70,54,80,"Italy","ITA","Europe","Europe & Central Asia",34890,2019,"Italy","High income",4,NA,NA,NA,NA,NA
"2774",334,"Consonni","Retrospective cohort",2832,2022-10-19,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"120+","HCW","HCW","excluded","~67 weeks","infection","infection","infection","omicron",16,0,43,"Italy","ITA","Europe","Europe & Central Asia",34890,2019,"Italy","High income",4,NA,NA,NA,NA,NA
"2775",334,"Consonni","Retrospective cohort",2833,2022-10-19,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"7-119","HCW","HCW","previously infected only","~67 weeks","infection","infection","infection","omicron",25,0,69,"Italy","ITA","Europe","Europe & Central Asia",34890,2019,"Italy","High income",4,NA,NA,NA,NA,NA
"2776",334,"Consonni","Retrospective cohort",2834,2022-10-19,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"120+","HCW","HCW","previously infected only","~67 weeks","infection","infection","infection","omicron",88,66,96,"Italy","ITA","Europe","Europe & Central Asia",34890,2019,"Italy","High income",4,NA,NA,NA,NA,NA
"2777",335,"Zerbo","Cohort study",2835,2023-02-28,"Multiple or heterologous RNA","mRNA","2","final",NA,"7+","infants born to mothers 16-50 years of age","infants","excluded","~11 months","infection in the first 2 months of life","infection in the first 2 months of life","infection","omicron",26,-22,56,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2778",335,"Zerbo","Cohort study",2836,2023-02-28,"Multiple or heterologous RNA","mRNA","2","final",NA,"7+","infants born to mothers 16-50 years of age","infants","excluded","~13 months","infection in the first 4 months of life","infection in the first 4 months of life","infection","omicron",23,-6,44,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2779",335,"Zerbo","Cohort study",2837,2023-02-28,"Multiple or heterologous RNA","mRNA","2","final",NA,"7+","infants born to mothers 16-50 years of age","infants","excluded","~15 months","infection in the first 6 months of life","infection in the first 6 months of life","infection","omicron",19,-3,37,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2780",335,"Zerbo","Cohort study",2838,2023-02-28,"Multiple or heterologous RNA","mRNA","2","final",NA,"7+","infants born to mothers 16-50 years of age","infants","excluded","~8 months","infection in the first 2 months of life","infection in the first 2 months of life","infection","omicron",37,-21,67,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2781",335,"Zerbo","Cohort study",2839,2023-02-28,"Multiple or heterologous RNA","mRNA","2","final",NA,"7+","infants born to mothers 16-50 years of age","infants","excluded","~10 months","infection in the first 4 months of life","infection in the first 4 months of life","infection","omicron",5,-28,29,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2782",335,"Zerbo","Cohort study",2840,2023-02-28,"Multiple or heterologous RNA","mRNA","2","final",NA,"7+","infants born to mothers 16-50 years of age","infants","excluded","~12 months","infection in the first 6 months of life","infection in the first 6 months of life","infection","omicron",3,-19,21,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2783",335,"Zerbo","Cohort study",2841,2023-02-28,"Multiple or heterologous RNA","mRNA","2","final",NA,"7+","infants born to mothers 16-50 years of age","infants","excluded","~5 months","infection in the first 2 months of life","infection in the first 2 months of life","infection","omicron",-4,-84,41,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2784",335,"Zerbo","Cohort study",2842,2023-02-28,"Multiple or heterologous RNA","mRNA","2","final",NA,"7+","infants born to mothers 16-50 years of age","infants","excluded","~7 months","infection in the first 4 months of life","infection in the first 4 months of life","infection","omicron",12,-23,37,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2785",335,"Zerbo","Cohort study",2843,2023-02-28,"Multiple or heterologous RNA","mRNA","2","final",NA,"7+","infants born to mothers 16-50 years of age","infants","excluded","~9 months","infection in the first 6 months of life","infection in the first 6 months of life","infection","omicron",18,-4,36,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2786",335,"Zerbo","Cohort study",2844,2023-02-28,"Multiple or heterologous RNA","mRNA","2","final",NA,"7+","infants born to mothers 16-50 years of age","infants","excluded","~11 months","infection in the first 2 months of life","infection in the first 2 months of life","infection","delta",61,-31,89,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2787",335,"Zerbo","Cohort study",2845,2023-02-28,"Multiple or heterologous RNA","mRNA","2","final",NA,"7+","infants born to mothers 16-50 years of age","infants","excluded","~13 months","infection in the first 4 months of life","infection in the first 4 months of life","infection","delta",48,-54,82,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2788",335,"Zerbo","Cohort study",2846,2023-02-28,"Multiple or heterologous RNA","mRNA","2","final",NA,"7+","infants born to mothers 16-50 years of age","infants","excluded","~15 months","infection in the first 6 months of life","infection in the first 6 months of life","infection","delta",49,-46,82,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2789",335,"Zerbo","Cohort study",2847,2023-02-28,"Multiple or heterologous RNA","mRNA","2","final",NA,"7+","infants born to mothers 16-50 years of age","infants","excluded","~8 months","infection in the first 2 months of life","infection in the first 2 months of life","infection","delta",91,63,98,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2790",335,"Zerbo","Cohort study",2848,2023-02-28,"Multiple or heterologous RNA","mRNA","2","final",NA,"7+","infants born to mothers 16-50 years of age","infants","excluded","~10 months","infection in the first 4 months of life","infection in the first 4 months of life","infection","delta",60,23,79,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2791",335,"Zerbo","Cohort study",2849,2023-02-28,"Multiple or heterologous RNA","mRNA","2","final",NA,"7+","infants born to mothers 16-50 years of age","infants","excluded","~12 months","infection in the first 6 months of life","infection in the first 6 months of life","infection","delta",65,33,81,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2792",335,"Zerbo","Cohort study",2850,2023-02-28,"Multiple or heterologous RNA","mRNA","2","final",NA,"7+","infants born to mothers 16-50 years of age","infants","excluded","~5 months","infection in the first 2 months of life","infection in the first 2 months of life","infection","delta",87,55,96,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2793",335,"Zerbo","Cohort study",2851,2023-02-28,"Multiple or heterologous RNA","mRNA","2","final",NA,"7+","infants born to mothers 16-50 years of age","infants","excluded","~7 months","infection in the first 4 months of life","infection in the first 4 months of life","infection","delta",70,43,84,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2794",335,"Zerbo","Cohort study",2852,2023-02-28,"Multiple or heterologous RNA","mRNA","2","final",NA,"7+","infants born to mothers 16-50 years of age","infants","excluded","~9 months","infection in the first 6 months of life","infection in the first 6 months of life","infection","delta",54,27,71,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2795",336,"Embi","Test-negative case-control",2853,2023-05-22,"Moderna mRNA-1273","mRNA","2","final",NA,"14-149","immunocompetent adults >=18 years","immunocompetent adults","included","~46 weeks","ED or UC visits with COVID-like illness","symptomatic","symptomatic","delta",90,89,91,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2796",336,"Embi","Test-negative case-control",2854,2023-05-22,"Moderna mRNA-1273","mRNA","2","final",NA,"150+","immunocompetent adults >=18 years","immunocompetent adults","included","~46 weeks","ED or UC visits with COVID-like illness","symptomatic","symptomatic","delta",84,83,85,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2797",336,"Embi","Test-negative case-control",2855,2023-05-22,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"14-149","immunocompetent adults >=18 years","immunocompetent adults","included","~46 weeks","ED or UC visits with COVID-like illness","symptomatic","symptomatic","delta",85,84,86,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2798",336,"Embi","Test-negative case-control",2856,2023-05-22,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"150+","immunocompetent adults >=18 years","immunocompetent adults","included","~46 weeks","ED or UC visits with COVID-like illness","symptomatic","symptomatic","delta",73,72,74,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2799",336,"Embi","Test-negative case-control",2857,2023-05-22,"Moderna mRNA-1273","mRNA","2","final",NA,"14-149","immunocompetent adults >=18 years","immunocompetent adults","included","~46 weeks","hospitalization with COVID-like illness","severe","severe","delta",95,92,95,"USA","USA","North America","North America",66220,2019,"United States","High income",4,14,149,"yes",NA,0
"2800",336,"Embi","Test-negative case-control",2858,2023-05-22,"Moderna mRNA-1273","mRNA","2","final",NA,"150+","immunocompetent adults >=18 years","immunocompetent adults","included","~46 weeks","hospitalization with COVID-like illness","severe","severe","delta",89,88,90,"USA","USA","North America","North America",66220,2019,"United States","High income",4,150,322,"no","sequential period",0
"2801",336,"Embi","Test-negative case-control",2859,2023-05-22,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"14-149","immunocompetent adults >=18 years","immunocompetent adults","included","~46 weeks","hospitalization with COVID-like illness","severe","severe","delta",90,88,91,"USA","USA","North America","North America",66220,2019,"United States","High income",4,14,149,"yes",NA,0
"2802",336,"Embi","Test-negative case-control",2860,2023-05-22,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"150+","immunocompetent adults >=18 years","immunocompetent adults","included","~46 weeks","hospitalization with COVID-like illness","severe","severe","delta",80,79,82,"USA","USA","North America","North America",66220,2019,"United States","High income",4,150,322,"no","sequential period",0
"2803",336,"Embi","Test-negative case-control",2861,2023-05-22,"Moderna mRNA-1273","mRNA","2","final",NA,"14-149","immunocompromised adults >=18 years","immunocompromised adults","included","~46 weeks","ED or UC visits with COVID-like illness","symptomatic","symptomatic","delta",79,64,88,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2804",336,"Embi","Test-negative case-control",2862,2023-05-22,"Moderna mRNA-1273","mRNA","2","final",NA,"150+","immunocompromised adults >=18 years","immunocompromised adults","included","~46 weeks","ED or UC visits with COVID-like illness","symptomatic","symptomatic","delta",64,54,72,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2805",336,"Embi","Test-negative case-control",2863,2023-05-22,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"14-149","immunocompromised adults >=18 years","immunocompromised adults","included","~46 weeks","ED or UC visits with COVID-like illness","symptomatic","symptomatic","delta",62,45,73,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"2806",336,"Embi","Test-negative case-control",2864,2023-05-22,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"150+","immunocompromised adults >=18 years","immunocompromised adults","included","~46 weeks","ED or UC visits with COVID-like illness","symptomatic","symptomatic","delta",56,46,64,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
