"","study ID","first author","study design","publication date","primary series vaccine","historyofCOVID ","dose_number","dose","timing_of_dose_days","outcome_detail","outcome_category","country","population_detail","population_category","VE","LCL","UCL","variant_sequenced","variant_context","max duration follow-up","dose interval","notes","n_row","country_clean","iso3c","Study_id_f","Country.Code","GNI_per_c_WB","year_GNI","Economy","Region","Income group","q_GNI_per_c_WB","continent","owid_vac_intro","owid_vac_F40","owid_vac_F70","who_vac_intro","min_vac_intro","diff_owid_who_intro","diff_intro_F40","diff_intro_F70","owid_who","V1_date_group","V40_date_group","V40_group","V1_dummy","V40_dummy","V70_dummy","publication_date","outcome_final","semester","clean_vaccine","vac_type","variant_clean","earliest_date","min_pub_date"
"3369",413,"Whitaker","Retrospective cohort","12Aug2023","AZD1222 (AstraZeneca)","included","2","final","182+","hospitalization","hospitalization","UK","Immunocompromised","Immunocompromised",62.1,"51.4",70.5,NA,"delta","~44 weeks",NA,NA,3475,"UK","GBR",413,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"who","before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2023-08-12,"severe","2023 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta",NA,2023-08-12
"3370",413,"Whitaker","Retrospective cohort","12Aug2023","BNT162b2 (Pfizer BioNTech)","included","2","final","14-69","hospitalization","hospitalization","UK","general pop with overrepsentation of clinical risk groups (30%)","general pop with overrepsentation of clinical risk groups (30%)",96,"95.1",96.7,NA,"delta","~47 weeks",NA,NA,3476,"UK","GBR",413,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"who","before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2023-08-12,"severe","2023 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","delta",NA,2023-08-12
"3371",413,"Whitaker","Retrospective cohort","12Aug2023","BNT162b2 (Pfizer BioNTech)","included","2","final","182+","hospitalization","hospitalization","UK","general pop with overrepsentation of clinical risk groups (30%)","general pop with overrepsentation of clinical risk groups (30%)",82.9,"81.4",84.2,NA,"delta","~47 weeks",NA,NA,3477,"UK","GBR",413,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"who","before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2023-08-12,"severe","2023 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","delta",NA,2023-08-12
"3372",413,"Whitaker","Retrospective cohort","12Aug2023","BNT162b2 (Pfizer BioNTech)","included","2","final","14-69","hospitalization","hospitalization","UK","Immunocompromised","Immunocompromised",86.7,"76.8",92.4,NA,"delta","~47 weeks",NA,NA,3478,"UK","GBR",413,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"who","before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2023-08-12,"severe","2023 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","delta",NA,2023-08-12
"3373",413,"Whitaker","Retrospective cohort","12Aug2023","BNT162b2 (Pfizer BioNTech)","included","2","final","182+","hospitalization","hospitalization","UK","Immunocompromised","Immunocompromised",72.1,"64.1",78.3,NA,"delta","~47 weeks",NA,NA,3479,"UK","GBR",413,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"who","before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2023-08-12,"severe","2023 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","delta",NA,2023-08-12
"3374",414,"Link-Gelles","Test-negative case-control","17Aug2023","BNT162b2 (Pfizer BioNTech)","included","2","final","14+","ED or UC visit","symptomatic","USA","6 months - 5 years","6 months - 5 years",37,"19",51,NA,"omicron BA.4, BA.5","~44 weeks",NA,NA,3480,"USA","USA",414,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2023-08-17,"symptomatic","2023 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron",NA,2023-08-17
"3375",414,"Link-Gelles","Test-negative case-control","17Aug2023","BNT162b2 (Pfizer BioNTech)","included","2","final","14-59","ED or UC visit","symptomatic","USA","6 months - 5 years","6 months - 5 years",46,"22",62,NA,"omicron BA.4, BA.5","~44 weeks",NA,NA,3481,"USA","USA",414,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2023-08-17,"symptomatic","2023 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron",NA,2023-08-17
"3376",414,"Link-Gelles","Test-negative case-control","17Aug2023","BNT162b2 (Pfizer BioNTech)","included","2","final","60+","ED or UC visit","symptomatic","USA","6 months - 5 years","6 months - 5 years",27,"-2",47,NA,"omicron BA.4, BA.5","~44 weeks",NA,NA,3482,"USA","USA",414,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2023-08-17,"symptomatic","2023 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron",NA,2023-08-17
"3377",414,"Link-Gelles","Test-negative case-control","17Aug2023","mRNA-1273 (Moderna)","included","2","final","14+","ED or UC visit","symptomatic","USA","6 months - 4 years","6 months - 4 years",29,"12",42,NA,"omicron BA.4, BA.5","~44 weeks",NA,NA,3483,"USA","USA",414,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2023-08-17,"symptomatic","2023 (Jul-Dec)","Moderna mRNA-1273","mRNA","omicron",NA,2023-08-17
"3378",414,"Link-Gelles","Test-negative case-control","17Aug2023","mRNA-1273 (Moderna)","included","2","final","14-59","ED or UC visit","symptomatic","USA","6 months - 4 years","6 months - 4 years",46,"17",64,NA,"omicron BA.4, BA.5","~44 weeks",NA,NA,3484,"USA","USA",414,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2023-08-17,"symptomatic","2023 (Jul-Dec)","Moderna mRNA-1273","mRNA","omicron",NA,2023-08-17
"3379",414,"Link-Gelles","Test-negative case-control","17Aug2023","mRNA-1273 (Moderna)","included","2","final","60+","ED or UC visit","symptomatic","USA","6 months - 4 years","6 months - 4 years",21,"-1",38,NA,"omicron BA.4, BA.5","~44 weeks",NA,NA,3485,"USA","USA",414,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2023-08-17,"symptomatic","2023 (Jul-Dec)","Moderna mRNA-1273","mRNA","omicron",NA,2023-08-17
"3380",415,"Zerbo","Test-negative case-control","25Aug2023","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","excluded","2","final","<150","infection","infection","USA","16-49 years","16-49 years",22,"-7",44,NA,"omicron BA.1","~80 weeks",NA,NA,3486,"USA","USA",415,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2023-08-25,"infection","2023 (Jul-Dec)","Multiple or heterologous RNA","mRNA","omicron",NA,2023-08-25
"3381",415,"Zerbo","Test-negative case-control","25Aug2023","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","excluded","2","final","150+","infection","infection","USA","16-49 years","16-49 years",19,"-2",50,NA,"omicron BA.1","~80 weeks",NA,NA,3487,"USA","USA",415,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2023-08-25,"infection","2023 (Jul-Dec)","Multiple or heterologous RNA","mRNA","omicron",NA,2023-08-25
"3382",415,"Zerbo","Test-negative case-control","25Aug2023","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","excluded","2","final","<150","infection","infection","USA","16-49 years","16-49 years",12,"-48",59,NA,"omicron BA.2, BA.4/BA.5","~55 weeks",NA,NA,3488,"USA","USA",415,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2023-08-25,"infection","2023 (Jul-Dec)","Multiple or heterologous RNA","mRNA","omicron",NA,2023-08-25
"3383",415,"Zerbo","Test-negative case-control","25Aug2023","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","excluded","2","final","150+","infection","infection","USA","16-49 years","16-49 years",-55,"-79",-6,NA,"omicron BA.2, BA.4/BA.5","~55 weeks",NA,NA,3489,"USA","USA",415,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2023-08-25,"infection","2023 (Jul-Dec)","Multiple or heterologous RNA","mRNA","omicron",NA,2023-08-25
"3384",415,"Zerbo","Test-negative case-control","25Aug2023","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","excluded","2","final","<150","infection","infection","USA","16-49 years","16-49 years",77,"69",82,NA,"delta","~42 weeks",NA,NA,3490,"USA","USA",415,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2023-08-25,"infection","2023 (Jul-Dec)","Multiple or heterologous RNA","mRNA","delta",NA,2023-08-25
"3385",415,"Zerbo","Test-negative case-control","25Aug2023","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","excluded","2","final","150+","infection","infection","USA","16-49 years","16-49 years",66,"49",77,NA,"delta","~42 weeks",NA,NA,3491,"USA","USA",415,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2023-08-25,"infection","2023 (Jul-Dec)","Multiple or heterologous RNA","mRNA","delta",NA,2023-08-25
"3386",415,"Zerbo","Retrospective cohort","25Aug2023","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","excluded","2","final","<150","infection","infection","USA","16-49 years","16-49 years",14,"-5",30,NA,"omicron BA.1","~80 weeks",NA,NA,3492,"USA","USA",415,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2023-08-25,"infection","2023 (Jul-Dec)","Multiple or heterologous RNA","mRNA","omicron",NA,2023-08-25
"3387",415,"Zerbo","Retrospective cohort","25Aug2023","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","excluded","2","final","150+","infection","infection","USA","16-49 years","16-49 years",10,"-17",33,NA,"omicron BA.1","~80 weeks",NA,NA,3493,"USA","USA",415,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2023-08-25,"infection","2023 (Jul-Dec)","Multiple or heterologous RNA","mRNA","omicron",NA,2023-08-25
"3388",415,"Zerbo","Retrospective cohort","25Aug2023","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","excluded","2","final","<150","infection","infection","USA","16-49 years","16-49 years",-16,"-60",43,NA,"omicron BA.2, BA.4/BA.5","~55 weeks",NA,NA,3494,"USA","USA",415,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2023-08-25,"infection","2023 (Jul-Dec)","Multiple or heterologous RNA","mRNA","omicron",NA,2023-08-25
"3389",415,"Zerbo","Retrospective cohort","25Aug2023","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","excluded","2","final","150+","infection","infection","USA","16-49 years","16-49 years",-33,"-65",24,NA,"omicron BA.2, BA.4/BA.5","~55 weeks",NA,NA,3495,"USA","USA",415,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2023-08-25,"infection","2023 (Jul-Dec)","Multiple or heterologous RNA","mRNA","omicron",NA,2023-08-25
"3390",415,"Zerbo","Retrospective cohort","25Aug2023","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","excluded","2","final","<150","infection","infection","USA","16-49 years","16-49 years",78,"72",83,NA,"delta","~42 weeks",NA,NA,3496,"USA","USA",415,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2023-08-25,"infection","2023 (Jul-Dec)","Multiple or heterologous RNA","mRNA","delta",NA,2023-08-25
"3391",415,"Zerbo","Retrospective cohort","25Aug2023","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","excluded","2","final","150+","infection","infection","USA","16-49 years","16-49 years",68,"52",78,NA,"delta","~42 weeks",NA,NA,3497,"USA","USA",415,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2023-08-25,"infection","2023 (Jul-Dec)","Multiple or heterologous RNA","mRNA","delta",NA,2023-08-25
"3392",416,"Ogilvie","Retrospective cohort","08Sep2023","BNT162b2 (Pfizer BioNTech)","included","2","final","14+","infection","infection","USA","5-17 years","5-17 years",9,"-1",19,NA,"omicron BA.1, BA.2","~69 weeks",NA,NA,3498,"USA","USA",416,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2023-09-08,"infection","2023 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron",NA,2023-09-08
"3393",416,"Ogilvie","Retrospective cohort","08Sep2023","BNT162b2 (Pfizer BioNTech)","included","2","final","14+","hospitalization or ED visit","symptomatic or severe","USA","5-17 years","5-17 years",13,"-39",46,NA,"omicron BA.1, BA.2","~69 weeks",NA,NA,3499,"USA","USA",416,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2023-09-08,"symptomatic","2023 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron",NA,2023-09-08
"3394",416,"Ogilvie","Retrospective cohort","08Sep2023","BNT162b2 (Pfizer BioNTech)","included","2","final","14+","infection","infection","USA","5-17 years","5-17 years",61,"59",64,NA,"delta","~47 weeks",NA,NA,3500,"USA","USA",416,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2023-09-08,"infection","2023 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","delta",NA,2023-09-08
"3395",416,"Ogilvie","Retrospective cohort","08Sep2023","BNT162b2 (Pfizer BioNTech)","included","2","final","14+","hospitalization or ED visit","symptomatic or severe","USA","5-17 years","5-17 years",78,"71",83,NA,"delta","~47 weeks",NA,NA,3501,"USA","USA",416,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2023-09-08,"symptomatic","2023 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","delta",NA,2023-09-08
"3396",416,"Ogilvie","Retrospective cohort","08Sep2023","BNT162b2 (Pfizer BioNTech)","included","2","final","14+","infection","infection","USA","5-17 years","5-17 years",61,"52",68,NA,"non-VOC & alpha","~17 weeks",NA,NA,3502,"USA","USA",416,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2023-09-08,"infection","2023 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","other combinations",NA,2023-09-08
"3397",416,"Ogilvie","Retrospective cohort","08Sep2023","BNT162b2 (Pfizer BioNTech)","included","2","final","14+","hospitalization or ED visit","symptomatic or severe","USA","5-17 years","5-17 years",65,"4",87,NA,"non-VOC & alpha","~17 weeks",NA,NA,3503,"USA","USA",416,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2023-09-08,"symptomatic","2023 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","other combinations",NA,2023-09-08
"3398",417,"Copland","Nested case-control","07Sep2023","BNT162b2 (Pfizer BioNTech)","included","2","final","14-41","hospitalization","severe","UK",">=12 years with blood cancer",">=12 years with blood cancer",72,"18",89,NA,"alpha, delta, & omicron BA.1","~65 weeks",NA,NA,3504,"UK","GBR",417,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"who","before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2023-09-07,"severe","2023 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","other combinations",NA,2023-09-07
"3399",417,"Copland","Nested case-control","07Sep2023","BNT162b2 (Pfizer BioNTech)","included","2","final","182+","hospitalization","severe","UK",">=12 years with blood cancer",">=12 years with blood cancer",-46,"-130",7,NA,"alpha, delta, & omicron BA.1","~65 weeks",NA,NA,3505,"UK","GBR",417,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"who","before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2023-09-07,"severe","2023 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","other combinations",NA,2023-09-07
"3400",417,"Copland","Nested case-control","07Sep2023","BNT162b2 (Pfizer BioNTech)","included","2","final","42-97","death","death","UK",">=12 years with blood cancer",">=12 years with blood cancer",64,"-3",87,NA,"alpha, delta, & omicron BA.1","~65 weeks",NA,NA,3506,"UK","GBR",417,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"who","before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2023-09-07,"death","2023 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","other combinations",NA,2023-09-07
"3401",417,"Copland","Nested case-control","07Sep2023","BNT162b2 (Pfizer BioNTech)","included","2","final","182+","death","death","UK",">=12 years with blood cancer",">=12 years with blood cancer",-52,"-176",17,NA,"alpha, delta, & omicron BA.1","~65 weeks",NA,NA,3507,"UK","GBR",417,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"who","before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2023-09-07,"death","2023 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","other combinations",NA,2023-09-07
"3402",417,"Copland","Nested case-control","07Sep2023","AZD1222 (AstraZeneca)","included","2","final","14-41","hospitalization","severe","UK",">=12 years with blood cancer",">=12 years with blood cancer",15,"-77",59,NA,"alpha, delta, & omicron BA.1","~56 weeks",NA,NA,3508,"UK","GBR",417,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"who","before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2023-09-07,"severe","2023 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","other combinations",NA,2023-09-07
